t_minus_t0_M,FastEMRIWaveforms_delta_h20_real_over_nu,FastEMRIWaveforms_delta_h20_imag_over_nu,effective_0PN_delta_h20_real_over_nu,effective_0PN_delta_h20_imag_over_nu,FastEMRIWaveforms_delta_h30_real_over_nu,FastEMRIWaveforms_delta_h30_imag_over_nu,effective_0PN_delta_h30_real_over_nu,effective_0PN_delta_h30_imag_over_nu
198552691699.0143,0.021718345211319778,2.8847997898992143e-21,0.017962005105802363,0.0,5.467991604079583e-30,1.5635838141412762e-10,0.0,9.946831374234584e-11
198557391575.6265,0.021743187452761818,2.7944968594664112e-21,0.017974139323920606,0.0,3.505904026465353e-30,1.5680671998730295e-10,0.0,9.96276374384505e-11
198562075892.1883,0.021768049020845774,2.7217825004461023e-21,0.01798626040871971,0.0,1.5561137796110402e-30,1.572563115408318e-10,0.0,9.978696650836973e-11
198566744700.2149,0.0217929299265622,2.6663615351839133e-21,0.01799836833304789,0.0,-3.65146217912826e-31,1.577071566937472e-10,0.0,9.99463001357448e-11
198571398051.051,0.021817830179476805,2.627798687502797e-21,0.0180104630698626,0.0,-2.241643047527467e-30,1.5815925606508033e-10,0.0,1.0010563750394552e-10
198576035995.87128,0.021842749787742553,2.6055204548913214e-21,0.0180225445922304,0.0,-4.0571437906622015e-30,1.586126102738642e-10,0.0,1.0026497779607966e-10
198580658585.68094,0.021867688758111743,2.5988169651519977e-21,0.018034612873327787,0.0,-5.795415528738471e-30,1.5906721993913005e-10,0.0,1.0042432019501486e-10
198585265871.3164,0.02189264709594879,2.6068438176135294e-21,0.018046667886441395,0.0,-7.440225343185303e-30,1.5952308567991085e-10,0.0,1.0058366388339396e-10
198589857903.44577,0.021917624805241634,2.6286239090102036e-21,0.018058709604968574,0.0,-8.975340315426082e-30,1.599802081152383e-10,0.0,1.0074300804365323e-10
198594434732.5693,0.021942621888614393,2.663049244129425e-21,0.018070738002417486,0.0,-1.0384527526884661e-29,1.6043858786414394e-10,0.0,1.0090235185803574e-10
198598996409.02023,0.021967638347339197,2.7088827313292536e-21,0.018082753052407998,0.0,-1.1651554058989369e-29,1.6089822554566097e-10,0.0,1.010616945086149e-10
198603542982.96497,0.021992674181347746,2.764759963025282e-21,0.018094754728671426,0.0,-1.2760186993162807e-29,1.6135912177882046e-10,0.0,1.0122103517730285e-10
198608074504.404,0.022017729389243998,2.8291909812504333e-21,0.018106743005051686,0.0,-1.3694193410832668e-29,1.6182127718265546e-10,0.0,1.0138037304587706e-10
198612591023.1721,0.02204280396831479,2.900562028380287e-21,0.018118717855504788,0.0,-1.4437340393422274e-29,1.6228469237619714e-10,0.0,1.0153970729598612e-10
198617092588.9392,0.02206789791454263,2.9771372831325522e-21,0.01813067925410037,0.0,-1.4973395022358518e-29,1.627493679784786e-10,0.0,1.0169903710918134e-10
198621579251.2108,0.022093011222616806,3.057060581929685e-21,0.018142627175020996,0.0,-1.528612437906559e-29,1.6321530460853094e-10,0.0,1.0185836166691976e-10
198626051059.32837,0.022118143886105775,3.1383581373031256e-21,0.018154561592563265,0.0,-1.5364325948154164e-29,1.6368250482698286e-10,0.0,1.0201768015059078e-10
198630508062.47012,0.02214329591057352,3.2190413834635824e-21,0.01816648248113778,0.0,-1.535499874234126e-29,1.6415103069197911e-10,0.0,1.0217699174152742e-10
198634950309.65137,0.02216846732846593,3.2973322877193002e-21,0.018178389815269525,0.0,-1.5332953314467198e-29,1.6462091217894076e-10,0.0,1.0233629562102379e-10
198639377849.72522,0.022193658174755996,3.3716072234587645e-21,0.01819028356959877,0.0,-1.5298842190479242e-29,1.6509214995878018e-10,0.0,1.0249559097035899e-10
198643790731.38306,0.02221886848275619,3.440375461869573e-21,0.018202163718880948,0.0,-1.525331789632479e-29,1.6556474470240793e-10,0.0,1.0265487697080769e-10
198648189003.15503,0.022244098284132176,3.502277519096778e-21,0.01821403023798706,0.0,-1.5197032957951072e-29,1.660386970807364e-10,0.0,1.0281415280365748e-10
198652572713.41055,0.0222693476089164,3.556083516785461e-21,0.01822588310190411,0.0,-1.513063990130552e-29,1.6651400776467605e-10,0.0,1.0297341765022717e-10
198656941910.35904,0.022294616485522414,3.600691555921884e-21,0.01823772228573581,0.0,-1.5054791252335313e-29,1.669906774251393e-10,0.0,1.0313267069188841e-10
198661296642.05014,0.022319904940757865,3.6351261038812276e-21,0.018249547764702216,0.0,-1.4970139536987937e-29,1.6746870673303669e-10,0.0,1.0329191111007243e-10
198665636956.37457,0.022345212999838538,3.6585363946006394e-21,0.01826135951414093,0.0,-1.4877337281210536e-29,1.6794809635928064e-10,0.0,1.034511380862996e-10
198669962901.06436,0.022370540686401208,3.670194841787257e-21,0.018273157509506654,0.0,-1.4777037010950506e-29,1.684288469747821e-10,0.0,1.0361035080218465e-10
198674274523.69363,0.022395888022517567,3.669495465078765e-21,0.0182849417263722,0.0,-1.4669891252155294e-29,1.6891095925045202e-10,0.0,1.0376954843946351e-10
198678571871.6789,0.02242125502870733,3.655952329069083e-21,0.018296712140428422,0.0,-1.4556552530771993e-29,1.693944338572029e-10,0.0,1.0392873018000405e-10
198682854992.27975,0.02244664172395117,3.629197995115734e-21,0.01830846872748485,0.0,-1.4437673372748162e-29,1.6987927146594509e-10,0.0,1.0408789520582762e-10
198687123932.59933,0.022472048125704438,3.588981985843773e-21,0.018320211463469918,0.0,-1.4313906304030872e-29,1.7036547274759115e-10,0.0,1.0424704269912398e-10
198691378739.58478,0.022497474249909492,3.5351692622645865e-21,0.01833194032443114,0.0,-1.418590385056771e-29,1.7085303837305147e-10,0.0,1.044061718422669e-10
198695619460.02786,0.022522920111009585,3.467738713422229e-21,0.018343655286535806,0.0,-1.4054318538305713e-29,1.713419690132386e-10,0.0,1.0456528181783548e-10
198699846140.56534,0.022548385721960627,3.386781658491662e-21,0.018355356326070865,0.0,-1.3919802893192345e-29,1.718322653390634e-10,0.0,1.0472437180862536e-10
198704058827.6797,0.022573871094244934,3.292500361237671e-21,0.018367043419443754,0.0,-1.3783009441175078e-29,1.7232392802143682e-10,0.0,1.0488344099767271e-10
198708257567.69943,0.022599376237883884,3.185206556758939e-21,0.018378716543182485,0.0,-1.3644590708200935e-29,1.7281695773127145e-10,0.0,1.0504248856826756e-10
198712442406.79968,0.022624901161449752,3.0653199904384268e-21,0.01839037567393573,0.0,-1.350519922021753e-29,1.7331135513947755e-10,0.0,1.0520151370396801e-10
198716613391.00275,0.02265044587207946,2.933366969006849e-21,0.018402020788473774,0.0,-1.336548750317189e-29,1.7380712091696774e-10,0.0,1.0536051558862567e-10
198720770566.17853,0.02267601037548653,2.7899789236539295e-21,0.018413651863688246,0.0,-1.3226108083011633e-29,1.7430425573465239e-10,0.0,1.0551949340639474e-10
198724913978.04504,0.022701594675973075,2.6358909851019082e-21,0.018425268876592554,0.0,-1.3087713485683784e-29,1.7480276026344397e-10,0.0,1.0567844634175074e-10
198729043672.169,0.02272719877644315,2.4719405705522043e-21,0.018436871804322547,0.0,-1.2950956237135963e-29,1.7530263517425292e-10,0.0,1.0583737357951203e-10
198733159693.96622,0.022752822678414428,2.2990659824439502e-21,0.01844846062413651,0.0,-1.281648886331519e-29,1.7580388113799173e-10,0.0,1.0599627430485287e-10
198737262088.70215,0.022778466382030394,2.1183050189338487e-21,0.01846003531341551,0.0,-1.2684963890168937e-29,1.7630649882557138e-10,0.0,1.0615514770332072e-10
198741350901.4924,0.022804129886072617,1.930793596020975e-21,0.01847159584966375,0.0,-1.2557033843644657e-29,1.7681048890790277e-10,0.0,1.0631399296085395e-10
198745426177.30322,0.022829813187973152,1.7377643812388526e-21,0.01848314221050897,0.0,-1.2433351249689405e-29,1.7731585205589838e-10,0.0,1.0647280926380026e-10
198749487960.95197,0.02285551628382608,1.5405454388445663e-21,0.018494674373702565,0.0,-1.2314568634250765e-29,1.7782258894046861e-10,0.0,1.0663159579893112e-10
198753536297.1076,0.022881239168399292,1.3405588864208134e-21,0.018506192317119915,0.0,-1.22013385232758e-29,1.78330700232526e-10,0.0,1.0679035175345922e-10
198757571230.29126,0.022906981835147174,1.1393195628089305e-21,0.01851769601876082,0.0,-1.209431344271207e-29,1.7884018660298095e-10,0.0,1.069490763150575e-10
198761592804.87662,0.02293274428071263,9.382855166718158e-22,0.018529185456749774,0.0,-1.199298935226614e-29,1.7935108183837694e-10,0.0,1.0710776867187547e-10
198765601065.09048,0.022958526529779703,7.380098210409811e-22,0.01854066060933605,0.0,-1.1895143384031398e-29,1.7986345359981778e-10,0.0,1.0726642801255402e-10
198769596055.0132,0.022984328618788,5.386090095624265e-22,0.018552121454894228,0.0,-1.1800379504509318e-29,1.8037730453339573e-10,0.0,1.0742505352624502e-10
198773577818.57925,0.02301015058261881,3.4018580429051043e-22,0.018563567971924315,0.0,-1.170836264491079e-29,1.8089263536221457e-10,0.0,1.0758364440262633e-10
198777546399.57755,0.02303599245445875,1.4283406131407932e-22,0.018575000139052136,0.0,-1.161875773644708e-29,1.8140944680937602e-10,0.0,1.077421998319204e-10
198781501841.65213,0.02306185426581514,-5.33611186998646e-23,0.018586417935029485,0.0,-1.1531229710329092e-29,1.8192773959798394e-10,0.0,1.0790071900490912e-10
198785444188.30246,0.023087736046529223,-2.483232808425144e-22,0.018597821338734475,0.0,-1.1445443497768102e-29,1.824475144511399e-10,0.0,1.0805920111295169e-10
198789373482.8841,0.02311363782479043,-4.419845071984424e-22,0.018609210329171972,0.0,-1.1361064029974994e-29,1.829687720919479e-10,0.0,1.0821764534800401e-10
198793289768.60892,0.02313955962715026,-6.342853089626801e-22,0.018620584885473516,0.0,-1.1277756238161046e-29,1.8349151324350953e-10,0.0,1.0837605090263072e-10
198797193088.5459,0.023165501478536403,-8.2517451943878375e-22,0.018631944986897908,0.0,-1.1195185053537165e-29,1.8401573862892862e-10,0.0,1.0853441697002615e-10
198801083485.62128,0.023191463402265987,-1.0146091879035982e-21,0.018643290612831258,0.0,-1.1113015407314516e-29,1.8454144897130745e-10,0.0,1.0869274274402848e-10
198804961002.61923,0.023217445420059223,-1.2025544743427655e-21,0.018654621742787064,0.0,-1.1030912230704274e-29,1.850686449937482e-10,0.0,1.0885102741913373e-10
198808825682.18234,0.023243447552053834,-1.3889835450535578e-21,0.018665938356407293,0.0,-1.0948540454917347e-29,1.8559732741935475e-10,0.0,1.0900927019052439e-10
198812677566.81192,0.023269469816817746,-1.573877469091341e-21,0.018677240433461535,0.0,-1.0865565011164998e-29,1.861274969712287e-10,0.0,1.0916747025407045e-10
198816516698.86865,0.023295512231362694,-1.757225115573328e-21,0.018688527953848084,0.0,-1.0781650830658132e-29,1.8665915437247397e-10,0.0,1.0932562680635773e-10
198820343120.5729,0.023321574811157594,-1.939023051825561e-21,0.018699800897593575,0.0,-1.0696462844608015e-29,1.8719230034619216e-10,0.0,1.0948373904469646e-10
198824156874.0053,0.023347657570141706,-2.119275442367571e-21,0.018711059244853768,0.0,-1.0609665984225542e-29,1.8772693561548723e-10,0.0,1.0964180616714497e-10
198827958001.1072,0.023373760520738536,-2.2979939487362148e-21,0.018722302975913686,0.0,-1.0520925180721991e-29,1.882630609034608e-10,0.0,1.0979982737252522e-10
198831746543.68097,0.023399883673867656,-2.47519763012327e-21,0.018733532071187012,0.0,-1.0429905365308253e-29,1.8880067693321673e-10,0.0,1.0995780186042762e-10
198835522543.39072,0.02342602703895884,-2.65091284485177e-21,0.018744746511217988,0.0,-1.0336271469195506e-29,1.8933978442785725e-10,0.0,1.1011572883125054e-10
198839286041.7625,0.023452190623964423,-2.8251731526575347e-21,0.01875594627667973,0.0,-1.0239688423594937e-29,1.898803841104845e-10,0.0,1.1027360748619074e-10
198843037080.185,0.02347837443537258,-2.9980192177891567e-21,0.018767131348376074,0.0,-1.0139821159717427e-29,1.904224767042024e-10,0.0,1.1043143702728187e-10
198846775699.90976,0.023504578478219768,-3.1694987129083248e-21,0.01877830170724068,0.0,-1.003633460877427e-29,1.9096606293211256e-10,0.0,1.1058921665739575e-10
198850501942.0519,0.023530802756103704,-3.339666223795484e-21,0.01878945733433809,0.0,-9.92889370197633e-30,1.9151114351731898e-10,0.0,1.1074694558027001e-10
198854215847.59024,0.02355704727119564,-3.5085831548463756e-21,0.018800598210863075,0.0,-9.817163370534921e-30,1.920577191829231e-10,0.0,1.1090462300051298e-10
198857917457.36804,0.023583312024253403,-3.6763176353643905e-21,0.018811724318141546,0.0,-9.700808545660892e-30,1.9260579065202903e-10,0.0,1.1106224812362917e-10
198861606812.09338,0.023609597014633707,-3.842944426633255e-21,0.018822835637630694,0.0,-9.579494158565438e-30,1.9315535864773883e-10,0.0,1.1121982015603526e-10
198865283952.3394,0.023635902240304197,-4.008544829768298e-21,0.018833932150918463,0.0,-9.452885140459785e-30,1.9370642389315468e-10,0.0,1.1137733830506554e-10
198868948918.54507,0.023662227697856676,-4.173206594349986e-21,0.01884501383972506,0.0,-9.320646422554746e-30,1.9425898711138054e-10,0.0,1.115348017790068e-10
198872601751.0154,0.023688573382518147,-4.337023827813357e-21,0.01885608068590187,0.0,-9.182442936061685e-30,1.9481304902551805e-10,0.0,1.1169220978709665e-10
198876242489.92203,0.023714939288164438,-4.5000969056183424e-21,0.01886713267143227,0.0,-9.037939612191395e-30,1.9536861035867102e-10,0.0,1.1184956153954801e-10
198879871175.30353,0.023741325407378517,-4.662532726893394e-21,0.01887816977843196,0.0,-8.886591373085095e-30,1.959256724836328e-10,0.0,1.1200685624756754e-10
198883487847.06592,0.02376773174282403,-4.824525509309706e-21,0.018889191989148638,0.0,-8.707095952686718e-30,1.9648430311792022e-10,0.0,1.1216409312336416e-10
198887092544.98315,0.023794158327035173,-4.986486280196218e-21,0.018900199285962673,0.0,-8.487552065118435e-30,1.970445478001742e-10,0.0,1.1232127138017244e-10
198890685308.69742,0.023820605197041902,-5.148846045894513e-21,0.018911191651386963,0.0,-8.23097153271946e-30,1.9760640731615572e-10,0.0,1.1247839023226352e-10
198894266177.7198,0.02384707238812981,-5.3120095723667454e-21,0.01892216906806744,0.0,-7.940366177829666e-30,1.9816988245162427e-10,0.0,1.1263544889496622e-10
198897835191.43036,0.023873559933852942,-5.476355704324595e-21,0.018933131518782745,0.0,-7.61874782278909e-30,1.9873497399233926e-10,0.0,1.1279244658467533e-10
198901392389.079,0.023900067866050003,-5.6422376818164495e-21,0.018944078986444915,0.0,-7.269128289936715e-30,1.9930168272406193e-10,0.0,1.129493825188754e-10
198904937809.78555,0.023926596214857234,-5.8099834542478236e-21,0.018955011454099155,0.0,-6.894519401612946e-30,1.9987000943255102e-10,0.0,1.131062559161503e-10
198908471492.54037,0.023953145008723746,-5.9798959918879234e-21,0.018965928904924424,0.0,-6.497932980156652e-30,2.0043995490356776e-10,0.0,1.1326306599620587e-10
198911993476.2047,0.023979714274425103,-6.152253594852585e-21,0.018976831322233236,0.0,-6.082380847908349e-30,2.0101151992287098e-10,0.0,1.1341981197987938e-10
198915503799.51114,0.024006304037078045,-6.327310199597397e-21,0.01898771868947166,0.0,-5.6508748272068105e-30,2.0158470527622178e-10,0.0,1.135764930891543e-10
198919002501.06406,0.024032914320154062,-6.505295682924416e-21,0.018998590990220252,0.0,-5.206426740392147e-30,2.0215951174937966e-10,0.0,1.1373310854718586e-10
198922489619.34003,0.024059545145493567,-6.686416163528127e-21,0.019009448208193332,0.0,-4.7520484098045215e-30,2.0273594012810396e-10,0.0,1.1388965757830505e-10
198925965192.6882,0.02408619653331997,-6.870854301093461e-21,0.019020290327239602,0.0,-4.290751657782624e-30,2.0331399119815593e-10,0.0,1.1404613940804041e-10
198929429259.33078,0.024112868502252683,-7.058769592955121e-21,0.019031117331342107,0.0,-3.825548306667108e-30,2.0389366574529435e-10,0.0,1.1420255326313115e-10
198932881857.36346,0.024139561069322232,-7.250298668355293e-21,0.019041929204618828,0.0,-3.359450178796647e-30,2.0447496455528044e-10,0.0,1.1435889837154904e-10
198936323024.75574,0.02416627424998235,-7.445555580281236e-21,0.019052725931321738,0.0,-2.8954690965119035e-30,2.0505788841387295e-10,0.0,1.1451517396249845e-10
198939752799.35147,0.02419300805812494,-7.644632094938576e-21,0.019063507495838336,0.0,-2.4366168821515493e-30,2.056424381068332e-10,0.0,1.1467137926645135e-10
198943171218.8692,0.024219762506092625,-7.847597978839458e-21,0.01907427388269068,0.0,-1.985905358056234e-30,2.0622861441991975e-10,0.0,1.1482751351514747e-10
198946578320.90262,0.024246537604692368,-8.054501283545707e-21,0.01908502507653626,0.0,-1.5463463465646596e-30,2.0681641813889407e-10,0.0,1.1498357594162e-10
198949974142.92087,0.0242733333632089,-8.265368628072996e-21,0.01909576106216725,0.0,-1.1209516700169837e-30,2.0740585004951545e-10,0.0,1.1513956578019827e-10
198953358722.2691,0.024300149789417993,-8.480205478972785e-21,0.019106481824511575,0.0,-7.127331507533052e-31,2.079969109375432e-10,0.0,1.1529548226653642e-10
198956732096.16888,0.024326986889599514,-8.698996428105881e-21,0.019117187348632606,0.0,-3.2470261111241806e-31,2.0858960158873871e-10,0.0,1.1545132463762277e-10
198960094301.71848,0.024353844668550645,-8.921705468125726e-21,0.019127877619729092,0.0,4.0128126565183334e-32,2.091839227888606e-10,0.0,1.1560709213179207e-10
198963445375.89334,0.024380723129598544,-9.148276265681996e-21,0.019138552623135574,0.0,3.7874723994061196e-31,2.0977987532367015e-10,0.0,1.1576278398874471e-10
198966785355.54648,0.024407622274613613,-9.378632432367504e-21,0.019149212344322177,0.0,6.881429066734778e-31,2.1037745997892626e-10,0.0,1.1591839944955737e-10
198970114277.40897,0.024434542104022478,-9.612677793417275e-21,0.01915985676889521,0.0,9.653033044247763e-31,2.1097667754039e-10,0.0,1.1607393775670509e-10
198973432178.0902,0.02446148261682008,-9.850296654168819e-21,0.019170485882596785,0.0,1.2072166108542492e-30,2.1157752879382014e-10,0.0,1.1622939815406916e-10
198976739094.07843,0.02448844381058336,-1.00913540643197e-20,0.019181099671305064,0.0,1.4108710036227462e-30,2.1218001452497804e-10,0.0,1.1638477988695376e-10
198980035061.74106,0.024515425681482992,-1.033569607996711e-20,0.019191698121034412,0.0,1.5732546603903188e-30,2.1278413551962303e-10,0.0,1.1654008220210207e-10
198983320117.3251,0.024542428224296118,-1.0583150023468715e-20,0.019202281217935557,0.0,1.6913557588171936e-30,2.1338989256351438e-10,0.0,1.1669530434771147e-10
198986594296.95755,0.02456945143241921,-1.0833524741132629e-20,0.019212848948295398,0.0,1.7621624765639554e-30,2.1399728644241345e-10,0.0,1.168504455734445e-10
198989857636.64587,0.02459649529792832,-1.1086611252568007e-20,0.019223401298537394,0.0,1.782514963192236e-30,2.1460631864171845e-10,0.0,1.170055051304476e-10
198993110172.2782,0.024623559823280825,-1.1342279206372864e-20,0.019233938255221336,0.0,1.7354595139748593e-30,2.1521706350039348e-10,0.0,1.1716048227136114e-10
198996351939.62387,0.02465064504177092,-1.160064565463669e-20,0.019244459805043693,0.0,1.6144177335010172e-30,2.158295712022398e-10,0.0,1.1731537625033816e-10
198999582974.33395,0.024677750991368264,-1.1861860337457724e-20,0.019254965934837706,0.0,1.4243051180483032e-30,2.1644384260187733e-10,0.0,1.174701863230583e-10
199002803311.9413,0.02470487770825512,-1.2126052691689424e-20,0.01926545663157325,0.0,1.1700371638947017e-30,2.1705987855392415e-10,0.0,1.1762491174674001e-10
199006012987.86118,0.024732025226840693,-1.2393332109539159e-20,0.01927593188235661,0.0,8.565293673184412e-31,2.1767767991299833e-10,0.0,1.177795517801497e-10
199009212037.39166,0.024759193579777655,-1.2663788195078228e-20,0.019286391674431545,0.0,4.886972245967283e-31,2.182972475337198e-10,0.0,1.179341056836312e-10
199012400495.71393,0.024786382797975133,-1.293749101861952e-20,0.01929683599517855,0.0,7.145623200821679e-32,2.18918582270706e-10,0.0,1.180885727191078e-10
199015578397.8926,0.02481359291061424,-1.3214491369038131e-20,0.0193072648321145,0.0,-3.902781141701198e-31,2.1954168497857701e-10,0.0,1.1824295215009057e-10
199018745778.87634,0.024840823945162526,-1.3494821004011808e-20,0.01931767817289401,0.0,-8.915903176594263e-31,2.2016655651195e-10,0.0,1.1839724324171142e-10
199021902673.49805,0.0248680759273886,-1.377849289820723e-20,0.01932807600530843,0.0,-1.4275648821829032e-30,2.207931977254452e-10,0.0,1.1855144526072143e-10
199025049116.47528,0.024895348881376157,-1.4065501489419064e-20,0.019338458317286228,0.0,-1.993286311461541e-30,2.2142160947367985e-10,0.0,1.1870555747550988e-10
199028185142.41064,0.024922642829538273,-1.4355822922681864e-20,0.01934882509689286,0.0,-2.58383910921868e-30,2.2205179261127414e-10,0.0,1.1885957915611533e-10
199031310785.7923,0.02494995779263256,-1.464941529237761e-20,0.019359176332331425,0.0,-3.1943077791758516e-30,2.2268374799284594e-10,0.0,1.1901350957424888e-10
199034426080.99405,0.024977293789773553,-1.494621888231092e-20,0.019369512011941606,0.0,-3.819776825054507e-30,2.2331747647301328e-10,0.0,1.1916734800329084e-10
199037531062.27603,0.02500465083844866,-1.5246156403834277e-20,0.019379832124200705,0.0,-4.45533075057811e-30,2.2395297890639633e-10,0.0,1.1932109371831993e-10
199040625763.7849,0.025032028954530976,-1.5549133231964648e-20,0.019390136657723416,0.0,-5.0960540594674385e-30,2.245902561476123e-10,0.0,1.1947474599612273e-10
199043710219.5543,0.025059428152293187,-1.5855037639548533e-20,0.019400425601261262,0.0,-5.737031255445993e-30,2.252293090512813e-10,0.0,1.196283041151985e-10
199046784463.5051,0.025086848444421952,-1.6163741029484636e-20,0.01941069894370352,0.0,-6.373346842234535e-30,2.258701384720207e-10,0.0,1.1978176735578568e-10
199049848529.44598,0.02511428984203166,-1.647509816500229e-20,0.019420956674076454,0.0,-7.000085323556557e-30,2.265127452644506e-10,0.0,1.199351349998641e-10
199052902451.07364,0.025141752354676753,-1.6788947398000594e-20,0.019431198781543958,0.0,-7.612331203133499e-30,2.2715713028318885e-10,0.0,1.2008840633117698e-10
199055946261.97324,0.025169235990367456,-1.7105110895516448e-20,0.019441425255407284,0.0,-8.20516898468686e-30,2.2780329438285362e-10,0.0,1.2024158063524033e-10
199058979995.6187,0.025196740755581135,-1.7423394864243458e-20,0.019451636085104685,0.0,-8.77368317194004e-30,2.2845123841806484e-10,0.0,1.203946571993505e-10
199062003685.37317,0.02522426665527697,-1.7743589773205575e-20,0.019461831260211976,0.0,-9.312958268613959e-30,2.2910096324344001e-10,0.0,1.2054763531260517e-10
199065017364.4893,0.0252518136929092,-1.8065470574539602e-20,0.01947201077044251,0.0,-9.818078778431898e-30,2.2975246971359908e-10,0.0,1.2070051426591663e-10
199068021066.10965,0.025279381870439887,-1.8388796922414122e-20,0.019482174605646687,0.0,-1.028412920511491e-29,2.3040575868315932e-10,0.0,1.208532933520167e-10
199071014823.26712,0.025306971188352165,-1.871331339010509e-20,0.019492322755812565,0.0,-1.0706194052386123e-29,2.3106083100674098e-10,0.0,1.2100597186547903e-10
199073998668.88522,0.025334581645663615,-1.9038749685238222e-20,0.019502455211065382,0.0,-1.1079357823966768e-29,2.3171768753896128e-10,0.0,1.211585491027251e-10
199076972635.77838,0.025362213239938952,-1.936482086319949e-20,0.019512571961667547,0.0,-1.1398705023579775e-29,2.3237632913444024e-10,0.0,1.2131102436203632e-10
199079936756.65247,0.025389865967303412,-1.969122753874495e-20,0.01952267299801904,0.0,-1.1659320154946839e-29,2.3303675664779597e-10,0.0,1.2146339694357336e-10
199082891064.10507,0.02541753982245465,-2.0017656095792e-20,0.019532758310657067,0.0,-1.185628772178991e-29,2.3369897093364645e-10,0.0,1.216156661493836e-10
199085835590.6258,0.025445234798676705,-2.0343778895450703e-20,0.01954282789025592,0.0,-1.198469222783154e-29,2.343629728466117e-10,0.0,1.2176783128341186e-10
199088770368.59677,0.02547295088785196,-2.0669254482255115e-20,0.019552881727627404,0.0,-1.2039618176793585e-29,2.3502876324130906e-10,0.0,1.219198916515194e-10
199091695430.29285,0.02550068808515549,-2.099347694972567e-20,0.01956291981372029,0.0,-1.2024467951596758e-29,2.3569638558169713e-10,0.0,1.2207184656148872e-10
199094610807.88205,0.025528446416478147,-2.1314158032778733e-20,0.019572942139620766,0.0,-1.195637200060439e-29,2.363659315945514e-10,0.0,1.2222369532304266e-10
199097516533.42593,0.025556225921206984,-2.1628380397912324e-20,0.01958294869655208,0.0,-1.1839016089496746e-29,2.3703740520037707e-10,0.0,1.223754372478521e-10
199100412638.8798,0.02558402663708246,-2.1933440876740817e-20,0.019592939475874177,0.0,-1.1675559460345146e-29,2.3771080731979206e-10,0.0,1.2252707164954284e-10
199103299156.09326,0.02561184860002237,-2.22268582102914e-20,0.01960291446908458,0.0,-1.1469161355220322e-29,2.383861388734173e-10,0.0,1.226785978437216e-10
199106176116.8105,0.02563969184413638,-2.2506370288937182e-20,0.019612873667817894,0.0,-1.1222981016193516e-29,2.390634007818714e-10,0.0,1.228300151479813e-10
199109043552.67044,0.025667556401741887,-2.2769931414696013e-20,0.01962281706384491,0.0,-1.0940177685336127e-29,2.3974259396577305e-10,0.0,1.2298132288189954e-10
199111901495.20746,0.02569544230337809,-2.3015709585716792e-20,0.019632744649074198,0.0,-1.0623910604718622e-29,2.404237193457433e-10,0.0,1.23132520367076e-10
199114749975.85144,0.0257233495778222,-2.3242083802844998e-20,0.019642656415550807,0.0,-1.0277339016412762e-29,2.4110677784239996e-10,0.0,1.232836069271247e-10
199117589025.92816,0.02575127825210292,-2.3447641398078666e-20,0.019652552355456394,0.0,-9.903622162488882e-30,2.4179177037636395e-10,0.0,1.2343458188768842e-10
199120418676.6598,0.02577922835151694,-2.3631175384820248e-20,0.019662432461109672,0.0,-9.505919285018857e-30,2.4247869786825327e-10,0.0,1.235854445764584e-10
199123238959.16504,0.025807199899642242,-2.3791681829730478e-20,0.019672296724965593,0.0,-9.087389626072917e-30,2.431675612386888e-10,0.0,1.2373619432317364e-10
199126049904.45966,0.02583519291835327,-2.3928357246082895e-20,0.019682145139616254,0.0,-8.651192427722558e-30,2.4385836140828917e-10,0.0,1.2388683045964802e-10
199128851543.45667,0.025863207427835523,-2.4040596008457377e-20,0.0196919776977898,0.0,-8.200486932039347e-30,2.445510992976731e-10,0.0,1.2403735231976488e-10
199131643906.96677,0.025891243446599838,-2.4127987788635766e-20,0.01970179439235106,0.0,-7.738432381093404e-30,2.4524577582746155e-10,0.0,1.2418775923949972e-10
199134427025.69864,0.025919300991497134,-2.4190315012562195e-20,0.01971159521630099,0.0,-7.268188016956792e-30,2.4594239191827235e-10,0.0,1.2433805055692386e-10
199137200930.2593,0.02594738007773194,-2.4227550338225477e-20,0.01972138016277705,0.0,-6.792913081699583e-30,2.4664094849072655e-10,0.0,1.2448822561222235e-10
199139965651.15448,0.025975480718877567,-2.423985415433054e-20,0.019731149225052952,0.0,-6.315766817393873e-30,2.473414464654419e-10,0.0,1.246382837477025e-10
199142721218.78882,0.02600360292688951,-2.422757209961591e-20,0.01974090239653812,0.0,-5.8399084661097164e-30,2.480438867630394e-10,0.0,1.247882243077975e-10
199145467663.46637,0.026031746712119646,-2.419123260268514e-20,0.01975063967077834,0.0,-5.3684972699192085e-30,2.487482703041372e-10,0.0,1.2493804663908892e-10
199148205015.39084,0.026059912083330538,-2.413154444221347e-20,0.019760361041455152,0.0,-4.9046924708924195e-30,2.4945459800935586e-10,0.0,1.250877500903091e-10
199150933304.66592,0.026088099047708483,-2.4049394327398307e-20,0.019770066502385962,0.0,-4.451653311100941e-30,2.501628707993142e-10,0.0,1.252373340123554e-10
199153652561.29565,0.026116307610878433,-2.394584449851276e-20,0.019779756047523824,0.0,-4.012539032616315e-30,2.5087308959463104e-10,0.0,1.253867977582985e-10
199156362815.18472,0.026144537776916357,-2.382213034744e-20,0.019789429670957436,0.0,-3.5905088775086825e-30,2.51585255315927e-10,0.0,1.255361406833945e-10
