t_minus_t0_M,FastEMRIWaveforms_delta_h20_real_over_nu,FastEMRIWaveforms_delta_h20_imag_over_nu,effective_0PN_delta_h20_real_over_nu,effective_0PN_delta_h20_imag_over_nu,FastEMRIWaveforms_delta_h30_real_over_nu,FastEMRIWaveforms_delta_h30_imag_over_nu,effective_0PN_delta_h30_real_over_nu,effective_0PN_delta_h30_imag_over_nu
199937213144.16998,0.06471262103806333,-3.4268335778795354e-19,0.02353516300061937,0.0,4.255787418766394e-28,3.4347626240173167e-09,0.0,1.9335268499047613e-10
199937329235.879,0.06476755077132464,-3.4294418753569973e-19,0.02353592478841651,0.0,4.4974877966214144e-28,3.4438664973058435e-09,0.0,1.9336863115543816e-10
199937444943.23904,0.06482251292694796,-3.431882053480412e-19,0.02353668414240296,0.0,4.718986845349157e-28,3.452992702905804e-09,0.0,1.9338452729843587e-10
199937560267.52258,0.0648775074681507,-3.4341664097137684e-19,0.023537441070071233,0.0,4.918769647354688e-28,3.4621412382129763e-09,0.0,1.9340037356749178e-10
199937675209.99786,0.06493253435552122,-3.4363078936893336e-19,0.023538195578892338,0.0,5.095321285043531e-28,3.471312100623161e-09,0.0,1.934161701102424e-10
199937789771.929,0.06498759354706195,-3.4383200977869694e-19,0.023538947676316743,0.0,5.247126840821112e-28,3.480505287532155e-09,0.0,1.9343191707395753e-10
199937903954.57578,0.06504268499818472,-3.440217247791766e-19,0.02353969736977311,0.0,5.3726713970925025e-28,3.4897207963357393e-09,0.0,1.9344761460551399e-10
199938017759.19397,0.06509780866174149,-3.4420141936327008e-19,0.02354044466666912,0.0,5.470440036262881e-28,3.4989586244296917e-09,0.0,1.934632628514114e-10
199938131187.03516,0.06515296448809114,-3.443726400201415e-19,0.02354118957439207,0.0,5.5389178407376735e-28,3.5082187692098115e-09,0.0,1.9347886195778576e-10
199938244239.3467,0.0652081524279234,-3.445369616015396e-19,0.02354193210030742,0.0,5.580483482638595e-28,3.5175015027882434e-09,0.0,1.934944120703774e-10
199938356917.3719,0.06526337248272986,-3.44695409123923e-19,0.02354267225175982,0.0,5.617465343335869e-28,3.5268084639764854e-09,0.0,1.935099133345525e-10
199938469222.34988,0.06531862470397394,-3.4484840962973906e-19,0.02354341003607367,0.0,5.6536557191765354e-28,3.536139920279393e-09,0.0,1.9352536589531471e-10
199938581155.51578,0.06537390914236577,-3.4499633466781507e-19,0.023544145460551762,0.0,5.689043298549045e-28,3.545495866314191e-09,0.0,1.935407698972757e-10
199938692718.10046,0.06542922584501971,-3.451395318500442e-19,0.023544878532475947,0.0,5.723616769841918e-28,3.5548762966981263e-09,0.0,1.935561254846693e-10
199938803911.33093,0.06548457485555403,-3.45278325144891e-19,0.02354560925910849,0.0,5.7573648214436735e-28,3.56428120604844e-09,0.0,1.9357143280137926e-10
199938914736.42996,0.06553995621404292,-3.4541301516815067e-19,0.023546337647689698,0.0,5.790276141742759e-28,3.573710588982362e-09,0.0,1.9358669199088915e-10
199939025194.61636,0.06559536995711593,-3.455438794717376e-19,0.02354706370543982,0.0,5.822339419127622e-28,3.5831644401171137e-09,0.0,1.9360190319632183e-10
199939135287.1049,0.06565081611794639,-3.456711728298639e-19,0.023547787439558394,0.0,5.8535433419867835e-28,3.5926427540699414e-09,0.0,1.936170665604254e-10
199939245015.10623,0.06570629472630117,-3.4579512752305234e-19,0.023548508857224263,0.0,5.883876598708759e-28,3.6021455254580896e-09,0.0,1.9363218222557315e-10
199939354379.82718,0.06576180580857831,-3.4591595361981465e-19,0.023549227965595852,0.0,5.913327877681999e-28,3.6116727488987846e-09,0.0,1.9364725033376898e-10
199939463382.47037,0.06581734938779378,-3.460338392559346e-19,0.023549944771811,0.0,5.941885867294984e-28,3.6212244190092588e-09,0.0,1.9366227102664336e-10
199939572024.2346,0.06587292548369426,-3.461489509117508e-19,0.023550659282987076,0.0,5.96953925593617e-28,3.630800530406739e-09,0.0,1.936772444454556e-10
199939680306.31464,0.06592853411270565,-3.462614336868301e-19,0.02355137150622171,0.0,5.996276731994073e-28,3.6404010777084696e-09,0.0,1.9369217073110876e-10
199939788229.9013,0.06598417528803324,-3.4637141157271834e-19,0.023552081448591226,0.0,6.022086983857201e-28,3.6500260555316968e-09,0.0,1.9370705002411654e-10
199939895796.1815,0.06603984901963482,-3.464789877232019e-19,0.02355278911715252,0.0,6.046958699914011e-28,3.6596754584936437e-09,0.0,1.937218824646417e-10
199940003006.3381,0.06609555531426956,-3.4658424472251417e-19,0.023553494518941308,0.0,6.07088056855296e-28,3.6693492812115368e-09,0.0,1.9373666819245958e-10
199940109861.5502,0.06615129417556026,-3.4668724485136185e-19,0.02355419766097418,0.0,6.093841278162559e-28,3.6790475183026193e-09,0.0,1.9375140734700076e-10
199940216362.99295,0.06620706560399091,-3.4678803035064606e-19,0.02355489855024721,0.0,6.115829517131315e-28,3.688770164384138e-09,0.0,1.9376610006732135e-10
199940322511.8375,0.06626286959690368,-3.4688662368301876e-19,0.023555597193735383,0.0,6.136833973847685e-28,3.698517214073318e-09,0.0,1.9378074649209079e-10
199940428309.25125,0.06631870614863886,-3.4698302779253716e-19,0.023556293598395395,0.0,6.156843336700155e-28,3.708288661987392e-09,0.0,1.9379534675964962e-10
199940533756.39774,0.0663745752504272,-3.47077226361739e-19,0.02355698777116275,0.0,6.175846294077186e-28,3.718084502743588e-09,0.0,1.938099010079493e-10
199940638854.43655,0.0664304768905169,-3.471691840670044e-19,0.02355767971895328,0.0,6.193831534367286e-28,3.727904730959148e-09,0.0,1.9382440937458273e-10
199940743604.5235,0.06648641105416984,-3.4725884683157413e-19,0.023558369448662884,0.0,6.210787745958954e-28,3.73774934125132e-09,0.0,1.9383887199677913e-10
199940848007.81058,0.06654237772368357,-3.4734614207651856e-19,0.02355905696716771,0.0,6.226703617240654e-28,3.747618328237325e-09,0.0,1.9385328901140704e-10
199940952065.44592,0.06659837687842651,-3.47430978969642e-19,0.023559742281324087,0.0,6.241567836600855e-28,3.757511686534392e-09,0.0,1.9386766055497273e-10
199941055778.57394,0.06665440849489972,-3.4751324867235356e-19,0.02356042539796871,0.0,6.255369092428073e-28,3.767429410759774e-09,0.0,1.9388198676362388e-10
199941159148.33517,0.06671047254667818,-3.475928245843026e-19,0.023561106323918224,0.0,6.268096073110762e-28,3.777371495530686e-09,0.0,1.9389626777314025e-10
199941262175.86642,0.06676656900452571,-3.4766956258623054e-19,0.023561785065969922,0.0,6.279737467037431e-28,3.787337935464383e-09,0.0,1.9391050371894813e-10
199941364862.30072,0.06682269783640313,-3.4774330128062783e-19,0.02356246163090098,0.0,6.290281962596549e-28,3.7973287251780905e-09,0.0,1.9392469473610386e-10
199941467208.76733,0.066878859007462,-3.4781386223036355e-19,0.023563136025469746,0.0,6.299718248176593e-28,3.807343859289033e-09,0.0,1.9393884095932053e-10
199941569216.39188,0.06693505248010607,-3.478810501954026e-19,0.02356380825641492,0.0,6.3080350121660545e-28,3.817383332414455e-09,0.0,1.9395294252295074e-10
199941670886.29605,0.06699127821398461,-3.479446533674452e-19,0.02356447833045461,0.0,6.315220942953429e-28,3.827447139171603e-09,0.0,1.939669995609662e-10
199941772219.59802,0.06704753616608106,-3.4800444360270326e-19,0.023565146254288932,0.0,6.321264728927186e-28,3.837535274177702e-09,0.0,1.9398101220701151e-10
199941873217.41223,0.0671038262906789,-3.480601766525692e-19,0.023565812034598278,0.0,6.326155058475812e-28,3.847647732049985e-09,0.0,1.939949805943687e-10
199941973880.8493,0.06716014853939482,-3.481115923924214e-19,0.0235664756780429,0.0,6.329880619987787e-28,3.857784507405677e-09,0.0,1.9400890485594672e-10
199942074211.01636,0.06721650286126811,-3.4815841504853347e-19,0.02356713719126476,0.0,6.332430101851598e-28,3.867945594862025e-09,0.0,1.9402278512432123e-10
199942174209.0167,0.0672728892026692,-3.482003534229012e-19,0.023567796580885828,0.0,6.3337921924557305e-28,3.878130989036272e-09,0.0,1.940366215316974e-10
199942273875.95007,0.06732930750876567,-3.482370702149582e-19,0.02356845385350934,0.0,6.316750995085672e-28,3.888340846121412e-09,0.0,1.9405041420993703e-10
199942373212.91254,0.06738575776710888,-3.482671526830782e-19,0.023569109015719212,0.0,6.095587720423739e-28,3.898576943954451e-09,0.0,1.9406416329054505e-10
199942472220.99655,0.06744224002534811,-3.4828776818704856e-19,0.0235697620740802,0.0,5.630511970268181e-28,3.9088397685052345e-09,0.0,1.940778689046735e-10
199942570901.291,0.06749875433314521,-3.4829609671717996e-19,0.023570413035138432,0.0,4.93516282803578e-28,3.919129312476637e-09,0.0,1.9409153118313126e-10
199942669254.88098,0.06755530073650577,-3.4828946651906187e-19,0.02357106190542024,0.0,4.023179377144503e-28,3.929445568571515e-09,0.0,1.9410515025636022e-10
199942767282.8482,0.0676118792778483,-3.4826535231706547e-19,0.023571708691433463,0.0,2.908200701012058e-28,3.93978852949273e-09,0.0,1.941187262544616e-10
199942864986.27075,0.06766848999603078,-3.4822137355200856e-19,0.02357235339966739,0.0,1.603865883057602e-28,3.950158187943136e-09,0.0,1.9413225930719505e-10
199942962366.22302,0.06772513292634792,-3.4815529263297183e-19,0.023572996036591628,0.0,1.2381400669763049e-29,3.960554536625609e-09,0.0,1.941457495439542e-10
199943059423.77603,0.06778180810064369,-3.4806501320298513e-19,0.02357363660865757,0.0,-1.5183158446520694e-28,3.970977568243023e-09,0.0,1.94159197093797e-10
199943156159.99707,0.06783851554722126,-3.4794857841888795e-19,0.023574275122297407,0.0,-3.308884587572294e-28,3.981427275498232e-09,0.0,1.9417260208542514e-10
199943252575.95004,0.06789525529102808,-3.478041692445769e-19,0.023574911583925065,0.0,-5.234253138643283e-28,3.99190365109409e-09,0.0,1.9418596464720317e-10
199943348672.69525,0.0679520273535358,-3.476301027585557e-19,0.0235755459999356,0.0,-7.280782414449279e-28,4.002406687733471e-09,0.0,1.9419928490714554e-10
199943444451.28952,0.06800883175289656,-3.4742483047451615e-19,0.023576178376704962,0.0,-9.434833331574986e-28,4.012936378119252e-09,0.0,1.9421256299291112e-10
199943539912.78616,0.06806566850388002,-3.471869366760572e-19,0.023576808720591508,0.0,-1.1682766806600638e-27,4.023492714954285e-09,0.0,1.9422579903183523e-10
199943635058.235,0.06812253761797163,-3.469151367643421e-19,0.023577437037933868,0.0,-1.4010943756108536e-27,4.0340756909414335e-09,0.0,1.9423899315088387e-10
199943729888.68234,0.06817943910336738,-3.466082756195305e-19,0.023578063335052815,0.0,-1.6405725096678453e-27,4.044685298783554e-09,0.0,1.9425214547669299e-10
199943824405.17114,0.06823637296502795,-3.4626532597521146e-19,0.02357868761825087,0.0,-1.8853471744895204e-27,4.055321531183517e-09,0.0,1.942652561355602e-10
199943918608.7408,0.0682933392046878,-3.4588538680627873e-19,0.02357930989381188,0.0,-2.1340544617343866e-27,4.065984380844203e-09,0.0,1.942783252534351e-10
199944012500.42734,0.06835033782089384,-3.454676817297908e-19,0.023579930168001174,0.0,-2.3853304630604167e-27,4.076673840468461e-09,0.0,1.9429135295592265e-10
199944106081.26328,0.06840736880905916,-3.450115574186774e-19,0.023580548447065922,0.0,-2.637811270125573e-27,4.087389902759147e-09,0.0,1.9430433936829012e-10
199944199352.27777,0.06846443216142624,-3.445164820291227e-19,0.023581164737234938,0.0,-2.8901329745883627e-27,4.0981325604191345e-09,0.0,1.9431728461546267e-10
199944292314.49655,0.0685215278671957,-3.4398204363946893e-19,0.02358177904471879,0.0,-3.1409316681072927e-27,4.1089018061513e-09,0.0,1.9433018882202598e-10
199944384968.94202,0.06857865591248934,-3.4340794870320976e-19,0.023582391375710592,0.0,-3.3888434423403214e-27,4.119697632658498e-09,0.0,1.943430521122417e-10
199944477316.63306,0.06863581628035703,-3.427940205144547e-19,0.023583001736383825,0.0,-3.632504388945688e-27,4.130520032643591e-09,0.0,1.9435587461000222e-10
199944569358.5853,0.06869300895090676,-3.42140197684642e-19,0.023583610132895217,0.0,-3.870550599581371e-27,4.141368998809431e-09,0.0,1.9436865643888996e-10
199944661095.81088,0.0687502339012041,-3.414465326342418e-19,0.023584216571382377,0.0,-4.101618165905873e-27,4.152244523858896e-09,0.0,1.943813977221285e-10
199944752529.31882,0.06880749110543327,-3.407131900939743e-19,0.023584821057966516,0.0,-4.324343179577665e-27,4.163146600494862e-09,0.0,1.9439409858263856e-10
199944843660.1145,0.06886478053479536,-3.399404456214812e-19,0.023585423598748878,0.0,-4.5373617322547305e-27,4.174075221420178e-09,0.0,1.9440675914296328e-10
199944934489.20016,0.06892210215765421,-3.3912868412722033e-19,0.023586024199814225,0.0,-4.7393099155950914e-27,4.1850303793377005e-09,0.0,1.944193795253409e-10
199945025017.57474,0.0689794559394962,-3.3827839841489295e-19,0.023586622867228905,0.0,-4.928823821257416e-27,4.196012066950315e-09,0.0,1.944319598516637e-10
199945115246.23376,0.06903684184296689,-3.3739018773304605e-19,0.023587219607041708,0.0,-5.104539540899536e-27,4.207020276960865e-09,0.0,1.944445002434967e-10
199945205176.16956,0.06909425982792408,-3.3646475633839017e-19,0.023587814425283554,0.0,-5.2650931661800614e-27,4.218055002072234e-09,0.0,1.9445700082206907e-10
199945294808.37106,0.06915170985144292,-3.3550291207180103e-19,0.023588407327967166,0.0,-5.4091207887570324e-27,4.229116234987279e-09,0.0,1.9446946170826923e-10
199945384143.824,0.06920919186783683,-3.345055649460018e-19,0.023588998321088128,0.0,-5.5352585002885534e-27,4.2402039684088515e-09,0.0,1.9448188302266448e-10
199945473183.51086,0.06926670582872582,-3.3347372574419185e-19,0.02358958741062434,0.0,-5.6421423924330285e-27,4.251318195039825e-09,0.0,1.9449426488549113e-10
199945561928.4108,0.06932425168300928,-3.3240850463203726e-19,0.023590174602535714,0.0,-5.7284085568487765e-27,4.262458907583077e-09,0.0,1.945066074166473e-10
199945650379.49985,0.06938182937695024,-3.313111097793367e-19,0.023590759902765435,0.0,-5.7926930851939065e-27,4.27362609874146e-09,0.0,1.945189107357183e-10
199945738537.75067,0.06943943885414756,-3.3018284599527415e-19,0.023591343317238226,0.0,-5.833632069126649e-27,4.284819761217841e-09,0.0,1.9453117496194115e-10
199945826404.1328,0.06949708005560394,-3.290251133733824e-19,0.02359192485186167,0.0,-5.849861600305239e-27,4.296039887715068e-09,0.0,1.9454340021423143e-10
