t_minus_t0_M,NRHybSur3dq8_CCE_delta_h20_real_over_nu,NRHybSur3dq8_CCE_delta_h20_imag_over_nu,SEOBNRv5EHM_delta_h20_real_over_nu,SEOBNRv5EHM_delta_h20_imag_over_nu,NRHybSur3dq8_CCE_delta_h30_real_over_nu,NRHybSur3dq8_CCE_delta_h30_imag_over_nu,SEOBNRv5EHM_delta_h30_real_over_nu,SEOBNRv5EHM_delta_h30_imag_over_nu
276000.0,0.0005864817235445264,0.0,0.0005870659829864521,2.6124781669062963e-30,0.0,3.4329785552164914e-08,-4.437342591868191e-31,3.295205979748717e-08
276240.0,0.0005870491796312965,0.0,0.0005876338975919278,2.582623446466561e-30,0.0,3.436479978327661e-08,-4.4373425918681914e-30,3.298563976266186e-08
276480.0,0.0005876163517411445,0.0,0.0005882019256261106,2.6315667368142246e-30,0.0,3.439981418464334e-08,6.212279628615468e-30,3.301923349477219e-08
276720.0,0.0005881832903516066,0.0,0.0005887700671440534,2.5072720543668916e-30,0.0,3.443482679816753e-08,-2.662405555120915e-30,3.3052841501823357e-08
276960.0,0.0005887500982714444,0.0,0.0005893383222001782,2.4435737656906598e-30,0.0,3.446983653730957e-08,-8.874685183736383e-31,3.3086462881740054e-08
277200.0,0.000589316881810207,0.0,0.0005899066908395649,1.9584085083143825e-30,0.0,3.450484255832256e-08,6.656013887802287e-30,3.3120095179146617e-08
277440.0,0.0005898837580222956,0.0,0.000590475173101873,2.446776518756125e-30,0.0,3.453984645756859e-08,-1.3312027775604574e-30,3.315373715842709e-08
277680.0,0.0005904508511664892,0.0,0.0005910437690239262,3.0392966483746568e-30,0.0,3.4574851467492114e-08,7.543482406175925e-30,3.318738763236398e-08
277920.0,0.000591018272748013,0.0,0.0005916124786397145,2.8062107435835095e-30,0.0,3.460986162198208e-08,6.656013887802287e-30,3.3221045364355406e-08
278160.0,0.0005915860493725727,0.0,0.0005921813019803873,2.6520917550822174e-30,0.0,3.464488603618955e-08,5.32481111024183e-30,3.325470928126643e-08
278400.0,0.0005921541732936697,0.0,0.0005927502390754915,2.4164423775673148e-30,0.0,3.467993588123777e-08,3.106139814307734e-30,3.3288379592050465e-08
278640.0,0.0005927226283632249,0.0,0.000593319289956351,3.0035232617937977e-30,0.0,3.4715020630427786e-08,-5.768545369428649e-30,3.332205741245743e-08
278880.0,0.0005932913672103285,0.0,0.0005938884546569471,3.0670348617194733e-30,0.0,3.4750143352062964e-08,-2.2186712959340957e-30,3.3355743884146005e-08
279120.0,0.0005938603351846317,0.0,0.0005944577332139207,2.8011120730085625e-30,0.0,3.4785305587950515e-08,-3.549874073494553e-30,3.3389440128260895e-08
279360.0,0.000594429488876749,0.0,0.000595027125666823,2.8151997425010945e-30,0.0,3.4820504624371165e-08,-1.3312027775604574e-30,3.342314757069383e-08
279600.0,0.000594998809566979,0.0,0.0005955966320637825,2.6495930933987148e-30,0.0,3.48557284007505e-08,-5.32481111024183e-30,3.3456868893392785e-08
279840.0,0.0005955682818029869,0.0,0.0005961662524598245,2.747248883105119e-30,0.0,3.489096366082877e-08,5.32481111024183e-30,3.3490604161959964e-08
280080.0,0.0005961378895728464,0.0,0.0005967359869094475,3.1661657407666356e-30,0.0,3.492619905229878e-08,-2.662405555120915e-30,3.352435298432584e-08
280320.0,0.0005967076161203031,0.0,0.0005973058354662709,3.232463533331571e-30,0.0,3.496142575538506e-08,3.106139814307734e-30,3.3558114996262946e-08
280560.0,0.0005972774434983518,0.0,0.0005978757981830071,3.0852351723102662e-30,0.0,3.499663551568195e-08,1.7749370367472766e-30,3.359188972107689e-08
280800.0,0.0005978473350509899,0.0,0.0005984458751060945,2.7553344499904642e-30,0.0,3.5031826484069386e-08,6.656013887802287e-30,3.362567412027782e-08
281040.0,0.0005984172388190188,0.0,0.0005990160662690356,2.9800014554055545e-30,0.0,3.506700205068648e-08,8.874685183736383e-31,3.365946636574228e-08
281280.0,0.0005989871038889424,0.0,0.0005995863717024328,3.0583073706451905e-30,0.0,3.510216643315169e-08,6.212279628615468e-30,3.369326590867175e-08
281520.0,0.0005995568918003521,0.0,0.0006001567914355533,2.731287344682856e-30,0.0,3.513732945976016e-08,1.3312027775604574e-30,3.3727072165062195e-08
281760.0,0.0006001265702750111,0.0,0.0006007273254963234,2.516111657621299e-30,0.0,3.5172503744152687e-08,-8.874685183736383e-31,3.376088457165678e-08
282000.0,0.0006006961164116546,0.0,0.0006012979739129447,2.803699800391094e-30,0.0,3.5207700627079114e-08,5.768545369428649e-30,3.3794703829105045e-08
282240.0,0.00060126555067719,0.0,0.0006018687367223485,2.8458033849365034e-30,0.0,3.524292544065032e-08,-4.4373425918681914e-30,3.382853232569752e-08
282480.0,0.0006018349061910737,0.0,0.000602439613966874,2.9705073711633005e-30,0.0,3.5278181768021265e-08,1.7749370367472766e-30,3.386237128925992e-08
282720.0,0.0006024042522950529,0.0,0.0006030106056917,2.664235419783755e-30,0.0,3.5313470454338213e-08,3.549874073494553e-30,3.3896221906248976e-08
282960.0,0.0006029737548799306,0.0,0.0006035817119448414,2.7154364185113072e-30,0.0,3.5348785046922563e-08,-2.2186712959340957e-30,3.3930085384568235e-08
283200.0,0.0006035435947836609,0.0,0.0006041529327771521,2.358858613042403e-30,0.0,3.5384117921050056e-08,-3.549874073494553e-30,3.3963962873747725e-08
283440.0,0.0006041138914019792,0.0,0.0006047242682413842,1.591318905539906e-30,0.0,3.5419463406478995e-08,-3.549874073494553e-30,3.3997854374930906e-08
283680.0,0.0006046846667962305,0.0,0.0006052957183888413,1.4531064985303738e-30,0.0,3.545481892918307e-08,-3.993608332681372e-30,3.403175880719493e-08
283920.0,0.0006052559329336349,0.0,0.0006058672832681849,1.3248193551189093e-30,0.0,3.549018224627874e-08,-2.2186712959340957e-30,3.4065675030974864e-08
284160.0,0.0006058276699899311,0.0,0.0006064389629254145,1.45077598413256e-30,0.0,3.5525552343316025e-08,3.106139814307734e-30,3.409960192024644e-08
284400.0,0.0006063998274445275,0.0,0.0006070107574038235,1.9160300254041575e-30,0.0,3.5560929391961535e-08,7.099748146989106e-30,3.413353822896334e-08
284640.0,0.0006069723411049153,0.0,0.0006075826667397538,1.796737625249007e-30,0.0,3.5596313623284007e-08,-4.437342591868191e-31,3.416748123370766e-08
284880.0,0.0006075450195278933,0.0,0.0006081546909607397,1.805756111607116e-30,0.0,3.563170538132652e-08,-2.662405555120915e-30,3.420143042841376e-08
285120.0,0.0006081175966374723,0.0,0.0006087268300942771,1.8767331790792002e-30,0.0,3.56671050763917e-08,-5.768545369428649e-30,3.423538620748739e-08
285360.0,0.0006086898362767477,0.0,0.0006092990841687772,2.463540036530968e-30,0.0,3.5702512617457e-08,-3.549874073494553e-30,3.426934895146118e-08
285600.0,0.0006092616736998212,0.0,0.0006098714532136444,2.563208295956522e-30,0.0,3.573792512484826e-08,-8.874685183736383e-31,3.4303319217858984e-08
285840.0,0.0006098331033417793,0.0,0.0006104439372656971,1.544942726270053e-30,0.0,3.577333875715118e-08,3.549874073494553e-30,3.433730031726773e-08
286080.0,0.0006104041704976669,0.0,0.0006110165363744543,1.314978545861956e-30,0.0,3.58087513641596e-08,6.212279628615468e-30,3.4371293961556554e-08
286320.0,0.0006109750800576924,0.0,0.0006115892505922757,7.448562878135809e-32,0.0,3.584416611125462e-08,2.2186712959340957e-30,3.4405300864929164e-08
286560.0,0.000611546067695112,0.0,0.0006121620799732345,8.565381152708938e-32,0.0,3.587958720659566e-08,7.987216665362745e-30,3.44393217629588e-08
286800.0,0.0006121173221437513,0.0,0.0006127350245730676,-1.329464509105763e-31,0.0,3.591501902663876e-08,5.768545369428649e-30,3.447335726784677e-08
287040.0,0.0006126889461137688,0.0,0.0006133080844452306,9.010046240881397e-33,0.0,3.595046625626921e-08,-4.8810768510550105e-30,3.450740591967527e-08
287280.0,0.0006132610310939696,0.0,0.0006138812596358576,5.065918781005832e-31,0.0,3.5985933577157885e-08,8.874685183736383e-31,3.454146606865609e-08
287520.0,0.0006138336126174904,0.0,0.0006144545501876142,5.055294590702543e-31,0.0,3.602142466760516e-08,6.656013887802287e-30,3.457553644846054e-08
287760.0,0.0006144066644029871,0.0,0.0006150279561402021,3.002027680702196e-31,0.0,3.6056942097483445e-08,8.874685183736383e-31,3.4609615806235364e-08
288000.0,0.0006149801492894491,0.0,0.0006156014775303468,2.3434875920512777e-31,0.0,3.6092487781235146e-08,2.2186712959340957e-30,3.4643702850916454e-08
288240.0,0.0006155539361797685,0.0,0.0006161751143903323,7.009227565094063e-31,0.0,3.612805632202089e-08,2.2186712959340957e-30,3.467779600514012e-08
