t_minus_t0_M,NRHybSur3dq8_CCE_delta_h20_real_over_nu,NRHybSur3dq8_CCE_delta_h20_imag_over_nu,SEOBNRv5EHM_delta_h20_real_over_nu,SEOBNRv5EHM_delta_h20_imag_over_nu,NRHybSur3dq8_CCE_delta_h30_real_over_nu,NRHybSur3dq8_CCE_delta_h30_imag_over_nu,SEOBNRv5EHM_delta_h30_real_over_nu,SEOBNRv5EHM_delta_h30_imag_over_nu
1032960.0,0.0033059949669468334,0.0,0.0033115948618498954,2.472971612234374e-29,0.0,2.469395128209731e-07,1.3755762034791393e-29,2.3671007656734507e-07
1033200.0,0.003307357570357299,0.0,0.0033129612781436007,2.3763514649454584e-29,0.0,2.4707077649539925e-07,1.020588796129684e-29,2.368357006255127e-07
1033440.0,0.003308720992092635,0.0,0.00331432824737327,2.4072070268991793e-29,0.0,2.472020786323395e-07,-5.768545369428649e-30,2.3696140200824703e-07
1033680.0,0.0033100852447773043,0.0,0.00331569576994358,2.5289013400969504e-29,0.0,2.473333957280644e-07,2.08555101817805e-29,2.3708717738012696e-07
1033920.0,0.0033114502495221313,0.0,0.003317063846240177,2.6494385591479074e-29,0.0,2.474647313257392e-07,2.618032129202233e-29,2.3721302168331918e-07
1034160.0,0.0033128159041238454,0.0,0.0033184324766304535,2.7584203892860824e-29,0.0,2.475961031227718e-07,1.3312027775604574e-30,2.3733893457916855e-07
1034400.0,0.003314182066966318,0.0,0.0033198016614837855,2.8288422673230634e-29,0.0,2.4772756107913654e-07,-4.437342591868191e-31,2.3746491730783184e-07
1034640.0,0.0033155485969775917,0.0,0.0033211714011769193,2.9176693940720586e-29,0.0,2.478591538264748e-07,1.9080573145033223e-29,2.375909733839184e-07
1034880.0,0.0033169153879028333,0.0,0.0033225416961207514,2.9702300109868985e-29,0.0,2.4799089739024217e-07,8.430950924549564e-30,2.3771710992314998e-07
1035120.0,0.003318282360246301,0.0,0.0033239125467470747,2.928603580568683e-29,0.0,2.4812279366727153e-07,2.618032129202233e-29,2.3784332937116602e-07
1035360.0,0.0033196495638450852,0.0,0.0033252839534949445,3.1153536895768237e-29,0.0,2.482548083636538e-07,-1.1093356479670479e-29,2.3796963400501055e-07
1035600.0,0.0033210171106957506,0.0,0.0033266559168043577,3.071477457255298e-29,0.0,2.4838689155880946e-07,-2.529285277364869e-29,2.3809602267912618e-07
1035840.0,0.003322385135718951,0.0,0.003328028437101837,3.094123027522355e-29,0.0,2.4851901139423075e-07,2.7955258328769606e-29,2.3822249190381275e-07
1036080.0,0.0033237537889827494,0.0,0.0033294015148032834,3.214088005127106e-29,0.0,2.486511498797511e-07,-9.318419442923202e-30,2.3834903847010243e-07
1036320.0,0.003325123182196729,0.0,0.003330775150314097,3.430569183863674e-29,0.0,2.487833064522434e-07,1.3755762034791393e-29,2.3847565848228666e-07
1036560.0,0.0033264933835655142,0.0,0.0033321493440184825,3.4232942100946944e-29,0.0,2.4891549985544866e-07,-3.993608332681372e-30,2.3860234784014437e-07
1036800.0,0.003327864458949079,0.0,0.0033335240962897787,3.6118325458276185e-29,0.0,2.490477559853991e-07,-1.6418167589912308e-29,2.387291072803773e-07
1037040.0,0.003329236474028803,0.0,0.0033348994075049192,3.5089723164024493e-29,0.0,2.491801113475403e-07,-3.993608332681372e-30,2.388559379900916e-07
1037280.0,0.0033306094137692125,0.0,0.0033362752780485678,3.6083540237343994e-29,0.0,2.4931259454905315e-07,2.7955258328769606e-29,2.389828437083183e-07
1037520.0,0.0033319830425723083,0.0,0.0033376517083394124,3.6842272409046876e-29,0.0,2.4944520972039335e-07,-1.2868293516417755e-29,2.391098311736569e-07
1037760.0,0.0033333571052638193,0.0,0.0033390286988159356,3.752271096272636e-29,0.0,2.495779529368853e-07,-5.768545369428649e-30,2.3923690249517806e-07
1038000.0,0.003334731425267139,0.0,0.003340406249922608,3.6698704683826445e-29,0.0,2.497108029569634e-07,3.106139814307734e-30,2.393640595461572e-07
1038240.0,0.0033361058586139337,0.0,0.003341784362105376,3.800060442951688e-29,0.0,2.4984373596008687e-07,-2.529285277364869e-29,2.394913014814007e-07
1038480.0,0.003337480340559701,0.0,0.003343163035792524,3.765878270346147e-29,0.0,2.499767442409915e-07,-1.6418167589912308e-29,2.39618623983928e-07
1038720.0,0.0033388548652386234,0.0,0.0033445422713990775,3.9060483648029846e-29,0.0,2.5010982677756186e-07,-4.437342591868191e-31,2.3974602374085354e-07
1038960.0,0.0033402297288511375,0.0,0.003345922069330137,3.9248696030716644e-29,0.0,2.502429768307717e-07,1.1980824998044117e-29,2.3987349744708455e-07
1039200.0,0.003341605426655918,0.0,0.0033473024299769836,3.847333251320357e-29,0.0,2.5037618395916965e-07,-1.2868293516417755e-29,2.4000104131375614e-07
1039440.0,0.003342982246676997,0.0,0.0033486833537197296,3.830309210739489e-29,0.0,2.5050944386969365e-07,2.4405384255275053e-29,2.4012865608876504e-07
1039680.0,0.0033443602533115863,0.0,0.0033500648409432723,3.6189008600756845e-29,0.0,2.5064275876354247e-07,-9.318419442923202e-30,2.4025634388554926e-07
1039920.0,0.0033457393558302233,0.0,0.003351446892039729,3.896340530558196e-29,0.0,2.50776129236938e-07,-2.706778981039597e-29,2.403841074787047e-07
1040160.0,0.0033471192322922306,0.0,0.003352829507427511,3.812870169709923e-29,0.0,2.509095528587356e-07,1.1980824998044117e-29,2.4051195423147936e-07
1040400.0,0.0033484995478247266,0.0,0.0033542126875539618,4.0150082379346015e-29,0.0,2.5104303794783644e-07,1.553069907153867e-29,2.406398863560427e-07
1040640.0,0.0033498799869188037,0.0,0.00335559643287119,4.0252878446529307e-29,0.0,2.5117662019471553e-07,-2.529285277364869e-29,2.4076790484055523e-07
1040880.0,0.0033512603246832174,0.0,0.003356980743832905,4.126583726953017e-29,0.0,2.5131033459140956e-07,4.8810768510550105e-30,2.4089600944509016e-07
1041120.0,0.0033526406836746785,0.0,0.003358365620872802,4.222829042112291e-29,0.0,2.5144419681146964e-07,-1.1093356479670479e-29,2.410241943664387e-07
1041360.0,0.0033540212961735948,0.0,0.003359751064403012,4.0822624355000963e-29,0.0,2.5157821308484317e-07,1.020588796129684e-29,2.411524562340167e-07
1041600.0,0.003355402546305739,0.0,0.003361137074825954,4.0311203175911055e-29,0.0,2.517123597412559e-07,-2.529285277364869e-29,2.41280791846637e-07
1041840.0,0.0033567848475027995,0.0,0.0033625236525346835,4.0873046750594467e-29,0.0,2.518466007783209e-07,-1.8193104626659585e-29,2.414091985458577e-07
1042080.0,0.0033581682810813907,0.0,0.0033639107979183246,4.106548993977471e-29,0.0,2.519808945639997e-07,1.3312027775604574e-30,2.4153767746600504e-07
1042320.0,0.003359552720912434,0.0,0.0033652985113729185,4.051041309589491e-29,0.0,2.5211519736071454e-07,-1.996804166340686e-29,2.4166623140361936e-07
1042560.0,0.00336093795348799,0.0,0.0033666867933035143,4.060009459351849e-29,0.0,2.5224949196858345e-07,2.2630447218527776e-29,2.417948632390126e-07
1042800.0,0.0033623236891078493,0.0,0.0033680756441291345,4.0137899760768654e-29,0.0,2.523837863823423e-07,-1.1093356479670479e-29,2.419235781729289e-07
1043040.0,0.0033637097311259067,0.0,0.0033694650642998054,3.885236621250558e-29,0.0,2.525181150421958e-07,8.430950924549564e-30,2.420523802743982e-07
1043280.0,0.003365096017522923,0.0,0.0033708550542732927,3.694764136783958e-29,0.0,2.5265254794777524e-07,-1.996804166340686e-29,2.421812690238712e-07
1043520.0,0.003366482574197782,0.0,0.003372245614506177,3.8278529753630473e-29,0.0,2.5278714044455987e-07,-1.4643230553165032e-29,2.423102440208609e-07
1043760.0,0.0033678695933110287,0.0,0.0033736367454459707,3.7813267789114596e-29,0.0,2.529219109481395e-07,-2.529285277364869e-29,2.4243930077926607e-07
1044000.0,0.003369257253759798,0.0,0.0033750284475053505,3.6782751498011896e-29,0.0,2.5305685740820746e-07,2.7955258328769606e-29,2.4256843364461083e-07
1044240.0,0.003370645618779547,0.0,0.003376420721082978,3.6926755941079676e-29,0.0,2.531919252619301e-07,2.973019536551688e-29,2.4269764056225135e-07
1044480.0,0.003372034698217689,0.0,0.0033778135665710747,3.635579551349259e-29,0.0,2.5332705358958005e-07,1.7305636108285946e-29,2.428269193169668e-07
1044720.0,0.003373424346097293,0.0,0.0033792069843608143,3.514541735023867e-29,0.0,2.534622059319748e-07,8.430950924549564e-30,2.429562709742798e-07
1044960.0,0.0033748143812733482,0.0,0.0033806009748606133,3.5735520991481815e-29,0.0,2.535973585208306e-07,-2.1742978700154138e-29,2.430856996568928e-07
1045200.0,0.003376204765760938,0.0,0.003381995538491924,3.589295942144106e-29,0.0,2.537325273984806e-07,2.618032129202233e-29,2.432152087395181e-07
1045440.0,0.0033775955421774936,0.0,0.0033833906756869044,3.6017903105158365e-29,0.0,2.538677495114221e-07,2.618032129202233e-29,2.433448018349069e-07
1045680.0,0.003378986859833671,0.0,0.003384786386892158,3.68180452126014e-29,0.0,2.540030686876553e-07,4.8810768510550105e-30,2.4347448277433005e-07
1045920.0,0.003380378948126873,0.0,0.0033861826725677664,3.727538747957164e-29,0.0,2.5413853286894717e-07,2.08555101817805e-29,2.4360425138473295e-07
1046160.0,0.003381771967996787,0.0,0.003387579533169859,3.6814752776094966e-29,0.0,2.542741565300871e-07,-2.529285277364869e-29,2.437341054033859e-07
1046400.0,0.0033831659969707903,0.0,0.0033889769691480562,3.5953457962339384e-29,0.0,2.5440991509298195e-07,3.106139814307734e-30,2.4386404252971187e-07
1046640.0,0.0033845609825702587,0.0,0.0033903749809323655,3.615850806397082e-29,0.0,2.545457755793632e-07,-3.993608332681372e-30,2.4399405616438056e-07
1046880.0,0.0033859566541270154,0.0,0.003391773568920814,3.585423072402337e-29,0.0,2.5468169421460835e-07,2.973019536551688e-29,2.4412414336333233e-07
1047120.0,0.00338735274239527,0.0,0.003393172733506501,3.500228473051969e-29,0.0,2.5481763823378227e-07,-9.318419442923202e-30,2.442543037823914e-07
1047360.0,0.0033887490400893016,0.0,0.0033945724750815342,3.5378666702427413e-29,0.0,2.549536070502889e-07,2.08555101817805e-29,2.443845372938475e-07
1047600.0,0.0033901453903259697,0.0,0.0033959727940524684,3.6035891999976084e-29,0.0,2.550896111135927e-07,2.4405384255275053e-29,2.445148494231398e-07
1047840.0,0.0033915418038162216,0.0,0.003397373690856656,3.5351051935013937e-29,0.0,2.552256848094657e-07,1.7305636108285946e-29,2.446452444555016e-07
1048080.0,0.003392938370749736,0.0,0.0033987751659428226,3.506603434376446e-29,0.0,2.5536186602801887e-07,1.1980824998044117e-29,2.447757253348824e-07
1048320.0,0.0033943354181125403,0.0,0.003400177219768667,3.470171665624625e-29,0.0,2.554981746077125e-07,2.7955258328769606e-29,2.4490629479004313e-07
1048560.0,0.0033957333475947782,0.0,0.003401579852795763,3.333002742385756e-29,0.0,2.556346212083967e-07,-3.993608332681372e-30,2.450369525814266e-07
1048800.0,0.00339713232787582,0.0,0.003402983065477804,3.365060369407369e-29,0.0,2.557711962754711e-07,-1.1093356479670479e-29,2.4516769565010135e-07
1049040.0,0.0033985323810396973,0.0,0.003404386858259119,3.4779507169944094e-29,0.0,2.5590787797823093e-07,2.2630447218527776e-29,2.452985209916713e-07
1049280.0,0.00339993346558708,0.0,0.0034057912315743144,3.5208848253537804e-29,0.0,2.5604464710719676e-07,-2.706778981039597e-29,2.454294251056625e-07
1049520.0,0.003401335481184737,0.0,0.003407196185835621,3.6745937543610684e-29,0.0,2.5618148711466815e-07,-2.1742978700154138e-29,2.455604025305066e-07
1049760.0,0.0034027382129729836,0.0,0.0034086017214377032,3.594568917309345e-29,0.0,2.563183858365702e-07,-2.1742978700154138e-29,2.4569145331076506e-07
1050000.0,0.0034041412947769262,0.0,0.0034100078387773467,3.4796179122521877e-29,0.0,2.564553369400388e-07,1.553069907153867e-29,2.4582257839519523e-07
1050240.0,0.0034055444371960727,0.0,0.003411414538261697,3.527438465722001e-29,0.0,2.565923394879471e-07,-7.543482406175925e-30,2.4595378258495985e-07
1050480.0,0.003406947527482224,0.0,0.0034128218203348347,3.326085304376811e-29,0.0,2.5672940259950795e-07,-2.2186712959340957e-30,2.460850721715062e-07
1050720.0,0.0034083505853614157,0.0,0.003414229685457549,3.206814339763026e-29,0.0,2.5686653640571537e-07,-1.996804166340686e-29,2.4621644976005947e-07
1050960.0,0.003409753973015719,0.0,0.0034156381340985347,3.2761954129799204e-29,0.0,2.570037504289258e-07,1.3755762034791393e-29,2.463479176355487e-07
1051200.0,0.0034111580858421572,0.0,0.0034170471667264147,3.2093288710246105e-29,0.0,2.5714105472175963e-07,-2.2186712959340957e-30,2.4647947434927707e-07
1051440.0,0.0034125631637396204,0.0,0.0034184567837988815,3.1167035575242924e-29,0.0,2.5727846243486774e-07,-1.1093356479670479e-29,2.466111165879513e-07
1051680.0,0.0034139693723497966,0.0,0.0034198669857637403,3.164199090595883e-29,0.0,2.5741598649440554e-07,2.4405384255275053e-29,2.4674284115976167e-07
1051920.0,0.003415376667389121,0.0,0.003421277773053706,3.160889497595108e-29,0.0,2.575536311288319e-07,2.7955258328769606e-29,2.4687464269761225e-07
1052160.0,0.0034167848990452132,0.0,0.003422689146074089,3.0959208303705474e-29,0.0,2.5769139604647475e-07,2.973019536551688e-29,2.4700651825850266e-07
1052400.0,0.0034181937970120878,0.0,0.003424101105225761,2.9385345919068044e-29,0.0,2.578292741150272e-07,1.3755762034791393e-29,2.4713846844585827e-07
1052640.0,0.003419603018615939,0.0,0.003425513650911925,2.97252062275356e-29,0.0,2.579672531378088e-07,-1.996804166340686e-29,2.472704944099754e-07
1052880.0,0.003421012434165259,0.0,0.0034269267835571396,3.14385073408881e-29,0.0,2.581053111803905e-07,-3.993608332681372e-30,2.4740260286163566e-07
1053120.0,0.0034224221286292458,0.0,0.003428340503617317,3.0881204633935876e-29,0.0,2.5824341688367667e-07,1.9080573145033223e-29,2.4753479792087694e-07
1053360.0,0.003423832212828075,0.0,0.003429754811558594,3.118433340148062e-29,0.0,2.5838154954464316e-07,3.106139814307734e-30,2.476670822174455e-07
1053600.0,0.0034252428217577645,0.0,0.003431169707854798,3.1380449973712166e-29,0.0,2.5851970475271186e-07,-1.4643230553165032e-29,2.477994576468959e-07
1053840.0,0.003426654084654818,0.0,0.003432585192976431,2.9479354397404236e-29,0.0,2.5865789549796e-07,2.4405384255275053e-29,2.479319218471175e-07
1054080.0,0.0034280661140687766,0.0,0.003434001267383059,2.810426326617601e-29,0.0,2.5879616972452767e-07,8.430950924549564e-30,2.4806447154737363e-07
1054320.0,0.0034294789446088227,0.0,0.003435417931524373,2.8012157982218103e-29,0.0,2.5893457420326713e-07,2.973019536551688e-29,2.481971034236004e-07
1054560.0,0.0034308923618627356,0.0,0.0034368351858337838,2.7481383755883453e-29,0.0,2.590731367955964e-07,-1.8193104626659585e-29,2.483298121218126e-07
1054800.0,0.0034323061444920012,0.0,0.0034382530307202983,2.747790885369461e-29,0.0,2.592118726207388e-07,-3.993608332681372e-30,2.484625958702302e-07
1055040.0,0.0034337202945981388,0.0,0.0034396714665917557,2.794965935466033e-29,0.0,2.5935075196000705e-07,-1.996804166340686e-29,2.4859545572639785e-07
1055280.0,0.0034351348902066157,0.0,0.003441090493859596,3.0162603920665014e-29,0.0,2.5948973061142944e-07,-4.437342591868191e-31,2.4872839307441113e-07
1055520.0,0.0034365500523326677,0.0,0.0034425101129551797,3.0892826799653396e-29,0.0,2.5962876170221774e-07,-2.3517915736901414e-29,2.488614148277396e-07
1055760.0,0.0034379659266324837,0.0,0.00344393032434484,2.8889046243798375e-29,0.0,2.5976780000835605e-07,-4.437342591868191e-31,2.48994524917846e-07
1056000.0,0.0034393827136738123,0.0,0.0034453511285045596,2.9399851777576303e-29,0.0,2.599068382436347e-07,8.430950924549564e-30,2.4912772556810385e-07
1056240.0,0.0034408006399006858,0.0,0.0034467725259164934,3.095288429335172e-29,0.0,2.600458966369682e-07,-1.996804166340686e-29,2.492610183402578e-07
1056480.0,0.0034422196380323646,0.0,0.003448194517055697,2.928793207048286e-29,0.0,2.601850188096848e-07,4.8810768510550105e-30,2.4939439980045546e-07
1056720.0,0.00344363934185234,0.0,0.0034496171023787915,2.8816350134213114e-29,0.0,2.6032427106737133e-07,1.3755762034791393e-29,2.49527866295911e-07
1056960.0,0.0034450593773024335,0.0,0.0034510402823315365,2.7674884478869156e-29,0.0,2.604636938047091e-07,1.020588796129684e-29,2.496614143671749e-07
1057200.0,0.00344647937946305,0.0,0.0034524640573486707,2.749193113389389e-29,0.0,2.6060328765571605e-07,-2.2186712959340957e-30,2.497950402259372e-07
1057440.0,0.0034478991696421974,0.0,0.0034538884278487985,2.701242026483136e-29,0.0,2.607430333629339e-07,-1.8193104626659585e-29,2.499287418372268e-07
1057680.0,0.003449318969774319,0.0,0.0034553133942479657,2.7411809162778354e-29,0.0,2.608828755924217e-07,-1.6418167589912308e-29,2.5006252111148424e-07
1057920.0,0.003450739096570663,0.0,0.0034567389569692608,2.8510724673430593e-29,0.0,2.610227643670727e-07,-9.318419442923202e-30,2.5019638031735e-07
1058160.0,0.003452160004385683,0.0,0.0034581651164474533,2.9262521996866036e-29,0.0,2.611626822078033e-07,1.020588796129684e-29,2.5033032435080886e-07
1058400.0,0.0034535821318095712,0.0,0.0034595918731538224,2.969361930124427e-29,0.0,2.613026234963519e-07,1.7305636108285946e-29,2.5046435928576146e-07
1058640.0,0.0034550057036795523,0.0,0.0034610192275755657,3.079660883893211e-29,0.0,2.6144260868936743e-07,2.4405384255275053e-29,2.5059848607657823e-07
1058880.0,0.0034564308069877318,0.0,0.003462447180202575,2.974780469861277e-29,0.0,2.6158266644053445e-07,-1.8193104626659585e-29,2.507327055971393e-07
1059120.0,0.0034578569812181103,0.0,0.0034638757315201035,2.9076508389473526e-29,0.0,2.6172282695085073e-07,3.106139814307734e-30,2.508670146691797e-07
1059360.0,0.0034592835390880442,0.0,0.003465304881983842,2.822558940400781e-29,0.0,2.618631189659781e-07,2.08555101817805e-29,2.5100140783405723e-07
1059600.0,0.003460710081825573,0.0,0.003466734632034355,2.830001920106244e-29,0.0,2.620035448979903e-07,-5.768545369428649e-30,2.5113588199592593e-07
1059840.0,0.0034621364141792605,0.0,0.003468164982102876,2.712307476765648e-29,0.0,2.621440894971901e-07,-1.1093356479670479e-29,2.5127043410724267e-07
1060080.0,0.0034635625600804992,0.0,0.0034695959326132963,2.7688946461008195e-29,0.0,2.622847354136787e-07,2.973019536551688e-29,2.5140506299663223e-07
1060320.0,0.0034649887530165805,0.0,0.003471027483993118,2.7889867845070054e-29,0.0,2.6242546383820407e-07,-3.993608332681372e-30,2.5153977141901545e-07
1060560.0,0.0034664153528344106,0.0,0.0034724596366796133,2.6310724565193336e-29,0.0,2.6256626688722435e-07,1.020588796129684e-29,2.5167456250264016e-07
1060800.0,0.0034678428803353372,0.0,0.003473892391120411,2.605830860090978e-29,0.0,2.627071517665383e-07,1.7305636108285946e-29,2.518094397803017e-07
1061040.0,0.003469271692954649,0.0,0.003475325747787279,2.757661701528539e-29,0.0,2.6284812302513414e-07,1.9080573145033223e-29,2.5194440962583513e-07
1061280.0,0.003470701799863558,0.0,0.0034767597071749265,2.710888278189747e-29,0.0,2.6298917774614585e-07,2.973019536551688e-29,2.520794726512724e-07
1061520.0,0.00347213309754272,0.0,0.003478194269777873,2.905383208723668e-29,0.0,2.6313031238907836e-07,-1.996804166340686e-29,2.522146282451154e-07
1061760.0,0.0034735652731110486,0.0,0.0034796294360873305,2.687195564882696e-29,0.0,2.632715241703008e-07,-1.2868293516417755e-29,2.523498744931702e-07
1062000.0,0.003474998009618157,0.0,0.0034810652065665067,2.7329215235238873e-29,0.0,2.6341281009620804e-07,1.1980824998044117e-29,2.5248520407242526e-07
1062240.0,0.0034764311392790088,0.0,0.003482501581651685,2.8780477823060387e-29,0.0,2.6355416564895765e-07,-1.8193104626659585e-29,2.5262061414197913e-07
1062480.0,0.0034778645439087113,0.0,0.0034839385617719,2.738521194737453e-29,0.0,2.6369558907328465e-07,-9.318419442923202e-30,2.5275610256795983e-07
1062720.0,0.0034792981632259566,0.0,0.0034853761473513543,2.849566783129553e-29,0.0,2.6383709969162154e-07,1.7305636108285946e-29,2.528916684612967e-07
1062960.0,0.0034807319739028862,0.0,0.003486814338827067,2.80689245082822e-29,0.0,2.6397872436058514e-07,-4.437342591868191e-31,2.530273160181815e-07
1063200.0,0.003482166091137365,0.0,0.0034882531366523537,2.671571880551206e-29,0.0,2.6412047920529453e-07,-2.706778981039597e-29,2.5316304884998646e-07
1063440.0,0.0034836007080415125,0.0,0.0034896925412917874,2.6036234986554554e-29,0.0,2.642623730158687e-07,2.618032129202233e-29,2.5329887058182895e-07
1063680.0,0.00348503595278036,0.0,0.0034911325532237234,2.693802021466312e-29,0.0,2.644043975711933e-07,-1.2868293516417755e-29,2.5343478552433283e-07
1063920.0,0.0034864718976981048,0.0,0.003492573172945108,2.8522289787603415e-29,0.0,2.6454653019225804e-07,2.973019536551688e-29,2.5357079489622426e-07
1064160.0,0.003487908606386061,0.0,0.003494014400952383,2.970672434645506e-29,0.0,2.6468874137929734e-07,6.656013887802287e-30,2.53706896685315e-07
1064400.0,0.0034893461336749556,0.0,0.0034954562377359317,3.1096340577763137e-29,0.0,2.6483099421642886e-07,-1.8193104626659585e-29,2.538430887974658e-07
1064640.0,0.003490784503936884,0.0,0.0034968986837689326,3.197792418140364e-29,0.0,2.6497326647256467e-07,-4.437342591868191e-31,2.539793648148615e-07
1064880.0,0.0034922236906634856,0.0,0.0034983417394886607,3.277355568779641e-29,0.0,2.651155616597866e-07,-5.768545369428649e-30,2.5411572069064926e-07
1065120.0,0.00349366366620406,0.0,0.0034997854053242282,3.2836686285058e-29,0.0,2.65257901631393e-07,2.7955258328769606e-29,2.542521555314919e-07
1065360.0,0.003495104412211036,0.0,0.0035012296817024426,3.3790817383219685e-29,0.0,2.6540034704816374e-07,-5.768545369428649e-30,2.543886688714783e-07
1065600.0,0.00349654587717557,0.0,0.003502674569062914,3.4009599705477546e-29,0.0,2.655429527923554e-07,-1.2868293516417755e-29,2.545252657196213e-07
1065840.0,0.003497987885205124,0.0,0.0035041200678748276,3.386905669624058e-29,0.0,2.6568573196017147e-07,2.2630447218527776e-29,2.5466195072139166e-07
1066080.0,0.003499430258774381,0.0,0.003505566178619857,3.210362922355114e-29,0.0,2.658286803437842e-07,4.8810768510550105e-30,2.547987270757854e-07
1066320.0,0.00350087296106571,0.0,0.003507012901790086,3.171931556170795e-29,0.0,2.659717514995977e-07,1.020588796129684e-29,2.549355980069905e-07
1066560.0,0.003502316001669884,0.0,0.0035084602378850633,2.9869509980932176e-29,0.0,2.661148875551583e-07,1.1980824998044117e-29,2.5507256399966934e-07
1066800.0,0.003503759387120709,0.0,0.0035099081874000533,3.0366706636633207e-29,0.0,2.662580517016289e-07,-2.2186712959340957e-30,2.552096221140686e-07
1067040.0,0.0035052031315820683,0.0,0.0035113567508212058,2.960772355692991e-29,0.0,2.664012205333093e-07,-2.1742978700154138e-29,2.5534676932644046e-07
1067280.0,0.0035066473646869715,0.0,0.003512805928623495,2.795149550227469e-29,0.0,2.6654441165156285e-07,-5.768545369428649e-30,2.554840014407802e-07
1067520.0,0.003508092293172286,0.0,0.0035142557212529606,2.81635373930385e-29,0.0,2.6668767082841186e-07,1.3312027775604574e-30,2.556213130800423e-07
1067760.0,0.0035095380790368088,0.0,0.003515706129141801,2.8436679206145455e-29,0.0,2.66831045963878e-07,-1.1093356479670479e-29,2.5575870462531357e-07
1068000.0,0.003510984838407834,0.0,0.003517157152724254,2.759900038484585e-29,0.0,2.6697458568819163e-07,2.2630447218527776e-29,2.558961766778238e-07
1068240.0,0.003512432632740983,0.0,0.0035186087924421934,2.7677664879851713e-29,0.0,2.671183050565917e-07,-2.1742978700154138e-29,2.560337330722014e-07
1068480.0,0.0035138814510963564,0.0,0.003520061048774232,2.7418663770641506e-29,0.0,2.672621736312589e-07,-1.4643230553165032e-29,2.5617138070245975e-07
1068720.0,0.0035153311654578757,0.0,0.0035215139222185563,2.704256958816401e-29,0.0,2.6740615189884674e-07,1.7305636108285946e-29,2.563091220782469e-07
1068960.0,0.003516781434371897,0.0,0.0035229674132810263,2.788220679772887e-29,0.0,2.675501892035548e-07,-2.2186712959340957e-30,2.5644695954933615e-07
1069200.0,0.0035182319464483183,0.0,0.0035244215224704183,2.91826819668614e-29,0.0,2.676942472938588e-07,6.656013887802287e-30,2.5658489262720423e-07
1069440.0,0.0035196825378410648,0.0,0.003525876250279822,2.981499234699961e-29,0.0,2.678383252069643e-07,1.9080573145033223e-29,2.56722917257159e-07
1069680.0,0.0035211331491874142,0.0,0.0035273315971892944,2.96096251898186e-29,0.0,2.679824359791772e-07,1.9080573145033223e-29,2.568610298807576e-07
1069920.0,0.003522584037419175,0.0,0.0035287875636681922,2.895965155537908e-29,0.0,2.68126623243691e-07,1.3312027775604574e-30,2.569992269913823e-07
1070160.0,0.003524035521070357,0.0,0.0035302441501703003,2.653997433493367e-29,0.0,2.68270933620587e-07,-1.4643230553165032e-29,2.571375044323345e-07
1070400.0,0.003525487819432833,0.0,0.003531701357136636,2.5630240024232093e-29,0.0,2.684153867919096e-07,-7.543482406175925e-30,2.572758629911979e-07
1070640.0,0.003526941099888304,0.0,0.0035331591850133173,2.3072302009574296e-29,0.0,2.6855999011790316e-07,3.106139814307734e-30,2.5741430479078204e-07
1070880.0,0.0035283953899806664,0.0,0.0035346176342538386,2.33267234674723e-29,0.0,2.6870472842843373e-07,-1.4643230553165032e-29,2.5755283247201396e-07
1071120.0,0.003529850639791334,0.0,0.0035360767053369078,2.4219204313292304e-29,0.0,2.6884957560895017e-07,-1.2868293516417755e-29,2.5769145355545885e-07
1071360.0,0.003531306725780224,0.0,0.0035375363987734682,2.373506855009105e-29,0.0,2.689945145875611e-07,-4.437342591868191e-31,2.578301705375966e-07
1071600.0,0.00353276347373089,0.0,0.0035389967150794553,2.3777874013937874e-29,0.0,2.691395349930787e-07,1.1980824998044117e-29,2.5796898418976317e-07
1071840.0,0.0035342207568002065,0.0,0.0035404576547727684,2.4493137760660722e-29,0.0,2.6928462879926166e-07,1.9080573145033223e-29,2.581078946045755e-07
1072080.0,0.0035356784977834546,0.0,0.0035419192183537684,2.4537340906964604e-29,0.0,2.6942979029232074e-07,2.2630447218527776e-29,2.582468959742678e-07
1072320.0,0.003537136665639878,0.0,0.0035433814062962466,2.3003325767168015e-29,0.0,2.6957501879331543e-07,4.8810768510550105e-30,2.5838598451351083e-07
1072560.0,0.00353859529034651,0.0,0.00354484421906386,2.2398408981869786e-29,0.0,2.697203204520387e-07,2.4405384255275053e-29,2.5852515728320306e-07
1072800.0,0.003540054391067922,0.0,0.003546307657111195,2.2295588815840793e-29,0.0,2.6986569853044473e-07,1.020588796129684e-29,2.5866441144570183e-07
1073040.0,0.003541513957318305,0.0,0.0035477717208880133,2.2169129261889937e-29,0.0,2.70011149730463e-07,1.9080573145033223e-29,2.58803747440797e-07
1073280.0,0.003542973988483435,0.0,0.003549236410851078,2.1571544801777842e-29,0.0,2.7015667792536893e-07,-7.543482406175925e-30,2.58943168532791e-07
1073520.0,0.0035444345203003566,0.0,0.0035507017274677413,2.1148922177612042e-29,0.0,2.703023086966895e-07,1.1980824998044117e-29,2.5908267813431337e-07
1073760.0,0.0035458956118505046,0.0,0.003552167671226368,2.0605058080782272e-29,0.0,2.7044806791124696e-07,-3.993608332681372e-30,2.592222831838859e-07
1074000.0,0.003547357389824147,0.0,0.003553634242648611,2.012119724808176e-29,0.0,2.705939680558976e-07,-2.3517915736901414e-29,2.5936198668260476e-07
